feature_code,field_id,instance,metabolite_name,metabolite_name_short,annotation_source,annotation_status,category,subclass,ukb_field_title
p23633_i0,23633,0,Triglycerides to total lipids ratio in very large HDL,Triglycerides to total lipids ratio in very large HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Very large HDL ratios,Triglycerides to total lipids ratio in very large HDL
p23634_i0,23634,0,Phospholipids to total lipids ratio in large HDL,Phospholipids to total lipids ratio in large HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Large HDL ratios,Phospholipids to total lipids ratio in large HDL
p23635_i0,23635,0,Cholesterol to total lipids ratio in large HDL,Cholesterol to total lipids ratio in large HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Large HDL ratios,Cholesterol to total lipids ratio in large HDL
p23636_i0,23636,0,Cholesteryl esters to total lipids ratio in large HDL,Cholesteryl esters to total lipids ratio in large HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Large HDL ratios,Cholesteryl esters to total lipids ratio in large HDL
p23637_i0,23637,0,Free cholesterol to total lipids ratio in large HDL,Free cholesterol to total lipids ratio in large HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Large HDL ratios,Free cholesterol to total lipids ratio in large HDL
p23638_i0,23638,0,Triglycerides to total lipids ratio in large HDL,Triglycerides to total lipids ratio in large HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Large HDL ratios,Triglycerides to total lipids ratio in large HDL
p23639_i0,23639,0,Phospholipids to total lipids ratio in medium HDL,Phospholipids to total lipids ratio in medium HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Medium HDL ratios,Phospholipids to total lipids ratio in medium HDL
p23640_i0,23640,0,Cholesterol to total lipids ratio in medium HDL,Cholesterol to total lipids ratio in medium HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Medium HDL ratios,Cholesterol to total lipids ratio in medium HDL
p23641_i0,23641,0,Cholesteryl esters to total lipids ratio in medium HDL,Cholesteryl esters to total lipids ratio in medium HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Medium HDL ratios,Cholesteryl esters to total lipids ratio in medium HDL
p23642_i0,23642,0,Free cholesterol to total lipids ratio in medium HDL,Free cholesterol to total lipids ratio in medium HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Medium HDL ratios,Free cholesterol to total lipids ratio in medium HDL
p23643_i0,23643,0,Triglycerides to total lipids ratio in medium HDL,Triglycerides to total lipids ratio in medium HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Medium HDL ratios,Triglycerides to total lipids ratio in medium HDL
p23644_i0,23644,0,Phospholipids to total lipids ratio in small HDL,Phospholipids to total lipids ratio in small HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Small HDL ratios,Phospholipids to total lipids ratio in small HDL
p23645_i0,23645,0,Cholesterol to total lipids ratio in small HDL,Cholesterol to total lipids ratio in small HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Small HDL ratios,Cholesterol to total lipids ratio in small HDL
p23646_i0,23646,0,Cholesteryl esters to total lipids ratio in small HDL,Cholesteryl esters to total lipids ratio in small HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Small HDL ratios,Cholesteryl esters to total lipids ratio in small HDL
p23647_i0,23647,0,Free cholesterol to total lipids ratio in small HDL,Free cholesterol to total lipids ratio in small HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Small HDL ratios,Free cholesterol to total lipids ratio in small HDL
p23648_i0,23648,0,Triglycerides to total lipids ratio in small HDL,Triglycerides to total lipids ratio in small HDL,UK Biobank Data Showcase Resource 3543: https://biobank.ndph.ox.ac.uk/ukb/ukb/docs/Nightingale_biomarker_groups.txt,mapped,Relative lipoprotein lipid concentrations,Small HDL ratios,Triglycerides to total lipids ratio in small HDL
